,url,title,comments_from_registry,comments_by_email,comments_by_mail,page_file
019-3747,/notice/019-3747,"Crane Lake Discovery Camp
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-235.json
019-3748,/notice/019-3748,"Klassen Greenhouse Farms Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-235.json
019-3749,/notice/019-3749,"Kady Stachiw (Larson Lawyers Professional Corporation)
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-231.json
019-3750,/notice/019-3750,"HM Koch Dairy Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-231.json
019-3751,/notice/019-3751,"Environmental 360 Solutions Ltd.
      
         - Environmental Compliance Approval (sewage)",1,0,0,notice-201.json
019-3753,/notice/019-3753,"Henry Hau operating as Auto Paint Guy
      
         - Environmental Compliance Approval (air)",1,0,0,notice-190.json
019-3754,/notice/019-3754,"Cedarwell Excavating Ltd.
      
         - Changes to the site plan for a pit or quarry",0,1,0,notice-221.json
019-3755,/notice/019-3755,"Daniels HR Corporation
      
         - Permit to take water",0,0,0,notice-229.json
019-3756,/notice/019-3756,"Cedarwell Excavating Ltd.
      
         - Changes to the site plan for a pit or quarry",0,4,0,notice-221.json
019-3758,/notice/019-3758,"1827462 Ontario Inc., operating as The Imrie Group
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-153.json
019-3760,/notice/019-3760,"Canadian Treads (Ontario) Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-162.json
019-3761,/notice/019-3761,"Stelco Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-233.json
019-3762,/notice/019-3762,"9013466 Canada Corporation
      
         - Permit to take water",0,0,0,notice-225.json
019-3763,/notice/019-3763,"Spirit Bay Harbour Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-171.json
019-3764,/notice/019-3764,"Stelco Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-233.json
019-3765,/notice/019-3765,"Lafarge Canada Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-191.json
019-3766,/notice/019-3766,"Algoma Steel Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-233.json
019-3767,/notice/019-3767,"Strada Aggregates Inc.
      
         - Environmental Compliance Approval (air)",1,0,0,notice-152.json
019-3768,/notice/019-3768,"2569570 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-214.json
019-3769,/notice/019-3769,"Gus Maue
      
         - Permit to take water",0,0,0,notice-143.json
019-3771,/notice/019-3771,"2618886 Ontario Inc., operating as Grey Bruce Septic Service 
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-200.json
019-3772,/notice/019-3772,"The Regional Municipality of Durham
      
         - Permit for activities to achieve an overall benefit to a species",0,0,0,notice-119.json
019-3773,/notice/019-3773,"2618886 Ontario Inc., operating as Grey Bruce Septic Service
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-199.json
019-3774,/notice/019-3774,"1414 Bayview Dev GP Inc.
      
         - Permit to take water",0,0,0,notice-157.json
019-3775,/notice/019-3775,"Michael Peter Borisuk & Barbara Joyce Ziegler operating as Frankie's Pumping
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-198.json
019-3776,/notice/019-3776,"9129-6509 Quebec Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-229.json
019-3777,/notice/019-3777,"Belko Auto Body (1994) Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-225.json
019-3778,/notice/019-3778,"1712028 Ontario Inc.
      
         - Permit to take water",6,2,0,notice-189.json
019-3779,/notice/019-3779,"Associated Gospel Churches
      
         - Permit to take water",0,0,0,notice-237.json
019-3780,/notice/019-3780,"Highland Packers Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-216.json
019-3781,/notice/019-3781,"J. Harrison Excavating and Pipeline Ltd.
      
         - Environmental Compliance Approval (air)",2,0,0,notice-134.json
019-3782,/notice/019-3782,"RESTING PAWS CEMETERY & CREMATORIUM INC.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-220.json
019-3783,/notice/019-3783,"St. Marys Cement Inc.
      
         - Permit for activities to achieve an overall benefit to a species",0,1,0,notice-238.json
019-3784,/notice/019-3784,"Promed 71 King Inc.
      
         - Certificate of property use",0,0,0,notice-229.json
019-3786,/notice/019-3786,"Skead Holdings Limited
      
         - Mineral exploration permit",0,0,0,notice-236.json
019-3787,/notice/019-3787,"Great Lakes Nickel Limited
      
         - Mineral exploration permit",0,0,0,notice-236.json
019-3788,/notice/019-3788,"2834556 Ontario Inc., operating as Silver Brooke Golf Course	
      
         - Permit to take water",0,0,0,notice-220.json
019-3789,/notice/019-3789,"2076939 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-220.json
019-3791,/notice/019-3791,"Steven Anderson  
      
         - Mineral exploration permit",0,0,0,notice-236.json
019-3792,/notice/019-3792,"Jeff Jurinak  RIO TINTO EXPLORATION CANADA INC. 
      
         - Mineral exploration permit",0,0,0,notice-233.json
019-3793,/notice/019-3793,"Steven Anderson  
      
         - Mineral exploration permit",0,0,0,notice-236.json
019-3794,/notice/019-3794,"Steven Anderson  
      
         - Mineral exploration permit",0,0,0,notice-236.json
019-3795,/notice/019-3795,"Mitch Dumoulin - Rockex Mining Corporation
      
         - Mineral exploration permit",0,0,0,notice-232.json
019-3796,/notice/019-3796,"Aquaterra Corporation Ltd.
      
         - Permit to take water",0,0,0,notice-196.json
019-3797,/notice/019-3797,"Aquaterra Corporation Ltd.
      
         - Permit to take water",0,1,0,notice-214.json
019-3798,/notice/019-3798,"GWS Water Store & Supply Co. Ltd.
      
         - Permit to take water",0,0,0,notice-214.json
019-3799,/notice/019-3799,"St. Anthony Coptic Orthodox Monastery of Eastern Ontario
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-223.json
019-3800,/notice/019-3800,"J. Harrison Excavating and Pipeline Ltd.
      
         - Environmental Compliance Approval (air)",2,0,0,notice-134.json
019-3801,/notice/019-3801,"General Motors of Canada Company
      
         - Permit to take water",0,0,0,notice-209.json
019-3802,/notice/019-3802,York Region Wastewater Act,13,5,0,notice-149.json
019-3803,/notice/019-3803,"Costco Wholesale Canada Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-233.json
019-3804,/notice/019-3804,"Cargill Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-219.json
019-3805,/notice/019-3805,"Gott Enterprises Inc.
      
         - Permit to take water",0,0,0,notice-153.json
019-3806,/notice/019-3806,"Gott Enterprises Inc.
      
         - Permit to take water",0,0,0,notice-192.json
019-3808,/notice/019-3808,"Diamond in the Ruff Enterprises Inc.
      
         - Permit to take water",0,0,0,notice-168.json
019-3809,/notice/019-3809,"Conquest Resources Limited                                                                                        
      
         - Mineral exploration permit",0,0,0,notice-239.json
019-3810,/notice/019-3810,"Upper Unionville Golf Club Limited
      
         - Permit to take water",0,0,0,notice-228.json
019-3811,/notice/019-3811,"Green Line Properties Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-171.json
019-3812,/notice/019-3812,"Environmental 360 Solutions Ltd.
      
         - Environmental Compliance Approval (waste)",2,0,0,notice-200.json
019-3813,/notice/019-3813,"Goldcorp Canada Limited
      
         - Mineral exploration permit",0,3,0,notice-239.json
019-3814,/notice/019-3814,"ROBERT BAILEY - FRONTLINE GOLD CORPORATION
      
         - Mineral exploration permit",0,0,0,notice-233.json
019-3815,/notice/019-3815,"ABB Industrial Solutions (Canada) Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-209.json
019-3816,/notice/019-3816,"Wiet Peeters Farm Products Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-233.json
019-3817,/notice/019-3817,"Larry Stewart Alexander and David Harold Scott Alexander, operating as Larry's Septic Service
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-155.json
019-3818,/notice/019-3818,"Harte Gold Corporation
      
         - Mineral exploration permit",0,0,0,notice-235.json
019-3819,/notice/019-3819,"Hallman Construction Limited
      
         - Permit to take water",0,0,0,notice-210.json
019-3820,/notice/019-3820,"Harte Gold Corporation
      
         - Mineral exploration permit",0,0,0,notice-235.json
019-3821,/notice/019-3821,"Harte Gold Corporation
      
         - Mineral exploration permit",0,0,0,notice-235.json
019-3822,/notice/019-3822,"Tyrolean Village Resorts Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-233.json
019-3823,/notice/019-3823,"Lamoureux Pumping Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-174.json
019-3824,/notice/019-3824,"Brady Norman Germyn, opearting as Brady Germyn Septic Pumping
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-231.json
019-3825,/notice/019-3825,"Dana Canada Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-166.json
019-3826,/notice/019-3826,"Martin's Aggregates & Crushing Inc.
      
         - Environmental Compliance Approval (air)",2,0,0,notice-240.json
019-3828,/notice/019-3828,"Safety-Kleen Canada Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-189.json
019-3829,/notice/019-3829,"Westhill Innovation Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-204.json
019-3830,/notice/019-3830,"1106804 Ontario Limited
      
         - Certificate of property use",0,0,0,notice-218.json
019-3831,/notice/019-3831,"John Brian Warden
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-216.json
019-3832,/notice/019-3832,"Valley Wide Waste Management Services Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-163.json
019-3833,/notice/019-3833,"GFL Environmental Inc
      
         - Environmental Compliance Approval (air)",0,0,0,notice-99.json
019-3834,/notice/019-3834,"EACOM Timber Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-234.json
019-3835,/notice/019-3835,"Searchmont Holdings ULC
      
         - Permit to take water",0,0,0,notice-235.json
019-3837,/notice/019-3837,"1573903 Ontario Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-230.json
019-3838,/notice/019-3838,"Cornwall Gravel Company Limited
      
         - Permit to take water",0,0,0,notice-186.json
019-3839,/notice/019-3839,Greater Golden Horseshoe Transportation Plan – Discussion Paper,36,15,0,notice-191.json
019-3840,/notice/019-3840,"Sanexen Environmental Services Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-231.json
019-3841,/notice/019-3841,"Ruth Sheila Mumby
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-134.json
019-3842,/notice/019-3842,"Greenfield Global Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-205.json
019-3843,/notice/019-3843,"Ms. Andrea Diakow - Great Bear Resources
      
         - Mineral exploration permit",0,0,0,notice-237.json
019-3844,/notice/019-3844,"Conquest Resources Limited
      
         - Mineral exploration permit",0,0,0,notice-238.json
019-3845,/notice/019-3845,"2803661 Ontario Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-178.json
019-3846,/notice/019-3846,"TRIBUTE (MCCAUL STREET) LIMITED
      
         - Permit to take water",0,0,0,notice-234.json
019-3847,/notice/019-3847,"1339403 Ontario Ltd.
      
         - Permit to take water",0,0,0,notice-225.json
019-3848,/notice/019-3848,"Broadline Sanitation Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-173.json
019-3849,/notice/019-3849,Nutrient Management Act Further Burden Reduction Opportunities,5,12,0,notice-206.json
019-3850,/notice/019-3850,"Huronia Driftwood Restaurants Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-216.json
019-3851,/notice/019-3851,"Mansfield Ski Club Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-232.json
019-3852,/notice/019-3852,"Mansfield Ski Club Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-233.json
019-3853,/notice/019-3853,"Huron County
      
         - Approval to amend a municipality’s official plan",0,0,0,notice-220.json
019-3854,/notice/019-3854,"Jeffrey Port (JCP Planning & Development)
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-232.json
019-3855,/notice/019-3855,"Regional Municipality of York
      
         - Permit for activities to achieve an overall benefit to a species",0,0,0,notice-121.json
019-3856,/notice/019-3856,"Geosyntec Consultants International, Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-70.json
019-3871,/notice/019-3871,"Goodrich Aerospace Canada Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-176.json
